NAME,Year,GEO_ID,Units in All Multi-Family Structures,Units in Single-Family Structures,Units in All Structures
Columbia,2009.0,1600000US4716540,0.0,78.0,78.0
Columbia,2010.0,1600000US4716540,0.0,44.0,44.0
Columbia,2011.0,1600000US4716540,0.0,32.0,32.0
Columbia,2012.0,1600000US4716540,0.0,57.0,57.0
Columbia,2013.0,1600000US4716540,0.0,54.0,54.0
Columbia,2014.0,1600000US4716540,0.0,77.0,77.0
Columbia,2015.0,1600000US4716540,0.0,157.0,157.0
Columbia,2016.0,1600000US4716540,28.0,287.0,315.0
Columbia,2017.0,1600000US4716540,116.0,395.0,511.0
Columbia,2018.0,1600000US4716540,24.0,460.0,484.0
Columbia,2019.0,1600000US4716540,171.0,319.0,490.0
Columbia,2020.0,1600000US4716540,6.0,630.0,636.0
Columbia,2021.0,1600000US4716540,416.0,796.0,1212.0
Coopertown,1980.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1981.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1982.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1983.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1984.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1985.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1986.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1987.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1988.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1989.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1990.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1991.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1992.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1993.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1994.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1995.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1996.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1997.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1998.0,1600000US4716980,0.0,0.0,0.0
Coopertown,1999.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2000.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2001.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2002.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2003.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2004.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2005.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2006.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2007.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2008.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2009.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2010.0,1600000US4716980,0.0,0.0,0.0
Coopertown,2011.0,1600000US4716980,0.0,3.0,3.0
Coopertown,2012.0,1600000US4716980,0.0,10.0,10.0
Coopertown,2013.0,1600000US4716980,0.0,10.0,10.0
Coopertown,2014.0,1600000US4716980,0.0,7.0,7.0
Coopertown,2015.0,1600000US4716980,0.0,14.0,14.0
Coopertown,2016.0,1600000US4716980,0.0,21.0,21.0
Coopertown,2017.0,1600000US4716980,0.0,24.0,24.0
Coopertown,2018.0,1600000US4716980,0.0,22.0,22.0
Coopertown,2019.0,1600000US4716980,0.0,28.0,28.0
Coopertown,2020.0,1600000US4716980,0.0,47.0,47.0
Coopertown,2021.0,1600000US4716980,0.0,34.0,34.0
Cross Plains,1980.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,1981.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,1982.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,1983.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,1984.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,1985.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,1986.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,1987.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,1988.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,1989.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,1990.0,1600000US4718420,0.0,5.0,5.0
Cross Plains,1991.0,1600000US4718420,0.0,10.0,10.0
Cross Plains,1992.0,1600000US4718420,0.0,11.0,11.0
Cross Plains,1993.0,1600000US4718420,0.0,19.0,19.0
Cross Plains,1994.0,1600000US4718420,0.0,5.0,5.0
Cross Plains,1995.0,1600000US4718420,0.0,9.0,9.0
Cross Plains,1996.0,1600000US4718420,0.0,3.0,3.0
Cross Plains,1997.0,1600000US4718420,0.0,3.0,3.0
Cross Plains,1998.0,1600000US4718420,0.0,3.0,3.0
Cross Plains,1999.0,1600000US4718420,0.0,5.0,5.0
Cross Plains,2000.0,1600000US4718420,0.0,2.0,2.0
Cross Plains,2001.0,1600000US4718420,0.0,12.0,12.0
Cross Plains,2002.0,1600000US4718420,0.0,23.0,23.0
Cross Plains,2003.0,1600000US4718420,0.0,20.0,20.0
Cross Plains,2004.0,1600000US4718420,0.0,9.0,9.0
Cross Plains,2005.0,1600000US4718420,0.0,19.0,19.0
Cross Plains,2006.0,1600000US4718420,0.0,21.0,21.0
Cross Plains,2007.0,1600000US4718420,0.0,6.0,6.0
Cross Plains,2008.0,1600000US4718420,0.0,5.0,5.0
Cross Plains,2009.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,2010.0,1600000US4718420,0.0,2.0,2.0
Cross Plains,2011.0,1600000US4718420,0.0,3.0,3.0
Cross Plains,2012.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,2013.0,1600000US4718420,0.0,0.0,0.0
Cross Plains,2014.0,1600000US4718420,0.0,1.0,1.0
Cross Plains,2015.0,1600000US4718420,0.0,6.0,6.0
Cross Plains,2016.0,1600000US4718420,0.0,19.0,19.0
Cross Plains,2017.0,1600000US4718420,0.0,10.0,10.0
Cross Plains,2018.0,1600000US4718420,0.0,8.0,8.0
Cross Plains,2019.0,1600000US4718420,0.0,9.0,9.0
Cross Plains,2020.0,1600000US4718420,0.0,22.0,22.0
Cross Plains,2021.0,1600000US4718420,0.0,12.0,12.0
Cumberland City,,1600000US4718820,,,
Davidson County,1980.0,0500000US47037,827.0,1089.0,1916.0
Davidson County,1981.0,0500000US47037,849.0,500.0,1349.0
Davidson County,1982.0,0500000US47037,1659.0,643.0,2302.0
Davidson County,1983.0,0500000US47037,5788.0,1297.0,7085.0
Davidson County,1984.0,0500000US47037,11472.0,1308.0,12780.0
Davidson County,1985.0,0500000US47037,9094.0,1486.0,10580.0
Davidson County,1986.0,0500000US47037,5876.0,2446.0,8322.0
Davidson County,1987.0,0500000US47037,1186.0,2521.0,3707.0
Davidson County,1988.0,0500000US47037,1896.0,2048.0,3944.0
Davidson County,1989.0,0500000US47037,445.0,1527.0,1972.0
Davidson County,1990.0,0500000US47037,399.0,1293.0,1692.0
Davidson County,1991.0,0500000US47037,209.0,1385.0,1594.0
Davidson County,1992.0,0500000US47037,169.0,1861.0,2030.0
Davidson County,1993.0,0500000US47037,333.0,2113.0,2446.0
Davidson County,1994.0,0500000US47037,920.0,2059.0,2979.0
Davidson County,1995.0,0500000US47037,1067.0,1999.0,3066.0
Davidson County,1996.0,0500000US47037,2723.0,2164.0,4887.0
Davidson County,1997.0,0500000US47037,1962.0,2200.0,4162.0
Davidson County,1998.0,0500000US47037,880.0,2455.0,3335.0
Davidson County,1999.0,0500000US47037,1275.0,2652.0,3927.0
Davidson County,2000.0,0500000US47037,711.0,2376.0,3087.0
Davidson County,2001.0,0500000US47037,547.0,3005.0,3552.0
Davidson County,2002.0,0500000US47037,588.0,2877.0,3465.0
Davidson County,2003.0,0500000US47037,1121.0,3192.0,4313.0
Davidson County,2004.0,0500000US47037,1178.0,3630.0,4808.0
Davidson County,2005.0,0500000US47037,1201.0,3819.0,5020.0
Davidson County,2006.0,0500000US47037,1039.0,4089.0,5128.0
Davidson County,2007.0,0500000US47037,2290.0,3253.0,5543.0
Davidson County,2008.0,0500000US47037,819.0,1550.0,2369.0
Davidson County,2009.0,0500000US47037,541.0,1119.0,1660.0
Davidson County,2010.0,0500000US47037,567.0,1041.0,1608.0
Davidson County,2011.0,0500000US47037,854.0,1112.0,1966.0
Davidson County,2012.0,0500000US47037,1621.0,1342.0,2963.0
Davidson County,2013.0,0500000US47037,2142.0,1896.0,4038.0
Davidson County,2014.0,0500000US47037,3829.0,2584.0,6413.0
Davidson County,2015.0,0500000US47037,4365.0,3832.0,8197.0
Davidson County,2016.0,0500000US47037,5751.0,3815.0,9566.0
Davidson County,2017.0,0500000US47037,2439.0,3971.0,6410.0
Davidson County,2018.0,0500000US47037,3268.0,3666.0,6934.0
Davidson County,2019.0,0500000US47037,5935.0,3980.0,9915.0
Davidson County,2020.0,0500000US47037,9616.0,3708.0,13324.0
Davidson County,2021.0,0500000US47037,12205.0,4105.0,16310.0
Dickson County,1980.0,0500000US47043,54.0,45.0,99.0
Dickson County,1981.0,0500000US47043,52.0,12.0,64.0
Dickson County,1982.0,0500000US47043,90.0,25.0,115.0
Dickson County,1983.0,0500000US47043,64.0,8.0,72.0
Dickson County,1984.0,0500000US47043,6.0,6.0,12.0
Dickson County,1985.0,0500000US47043,8.0,22.0,30.0
Dickson County,1986.0,0500000US47043,28.0,22.0,50.0
Dickson County,1987.0,0500000US47043,49.0,44.0,93.0
Dickson County,1988.0,0500000US47043,34.0,46.0,80.0
Dickson County,1989.0,0500000US47043,4.0,51.0,55.0
Dickson County,1990.0,0500000US47043,8.0,187.0,195.0
Dickson County,1991.0,0500000US47043,12.0,134.0,146.0
Dickson County,1992.0,0500000US47043,12.0,193.0,205.0
Dickson County,1993.0,0500000US47043,77.0,218.0,295.0
Dickson County,1994.0,0500000US47043,31.0,240.0,271.0
Dickson County,1995.0,0500000US47043,146.0,239.0,385.0
Dickson County,1996.0,0500000US47043,18.0,286.0,304.0
Dickson County,1997.0,0500000US47043,20.0,278.0,298.0
Dickson County,1998.0,0500000US47043,34.0,313.0,347.0
Dickson County,1999.0,0500000US47043,218.0,323.0,541.0
Dickson County,2000.0,0500000US47043,30.0,284.0,314.0
Dickson County,2001.0,0500000US47043,98.0,309.0,407.0
Dickson County,2002.0,0500000US47043,128.0,243.0,371.0
Dickson County,2003.0,0500000US47043,12.0,230.0,242.0
Dickson County,2004.0,0500000US47043,24.0,273.0,297.0
Dickson County,2005.0,0500000US47043,4.0,262.0,266.0
Dickson County,2006.0,0500000US47043,10.0,342.0,352.0
Dickson County,2007.0,0500000US47043,10.0,301.0,311.0
Dickson County,2008.0,0500000US47043,8.0,146.0,154.0
Dickson County,2009.0,0500000US47043,4.0,103.0,107.0
Dickson County,2010.0,0500000US47043,6.0,103.0,109.0
Dickson County,2011.0,0500000US47043,8.0,80.0,88.0
Dickson County,2012.0,0500000US47043,48.0,98.0,146.0
Dickson County,2013.0,0500000US47043,0.0,109.0,109.0
Dickson County,2014.0,0500000US47043,64.0,138.0,202.0
Dickson County,2015.0,0500000US47043,7.0,204.0,211.0
Dickson County,2016.0,0500000US47043,0.0,260.0,260.0
Dickson County,2017.0,0500000US47043,0.0,320.0,320.0
Dickson County,2018.0,0500000US47043,0.0,356.0,356.0
Dickson County,2019.0,0500000US47043,0.0,359.0,359.0
Dickson County,2020.0,0500000US47043,0.0,463.0,463.0
Dickson County,2021.0,0500000US47043,144.0,473.0,617.0
Dickson Incorporated,,None,,,
Dickson Unincorporated,1980.0,None,0.0,0.0,0.0
Dickson Unincorporated,1981.0,None,0.0,0.0,0.0
Dickson Unincorporated,1982.0,None,0.0,0.0,0.0
Dickson Unincorporated,1983.0,None,0.0,0.0,0.0
Dickson Unincorporated,1984.0,None,0.0,0.0,0.0
Dickson Unincorporated,1985.0,None,0.0,0.0,0.0
Dickson Unincorporated,1986.0,None,0.0,0.0,0.0
Dickson Unincorporated,1987.0,None,0.0,0.0,0.0
Dickson Unincorporated,1988.0,None,0.0,0.0,0.0
Dickson Unincorporated,1989.0,None,0.0,0.0,0.0
Dickson Unincorporated,1990.0,None,0.0,142.0,142.0
Dickson Unincorporated,1991.0,None,4.0,103.0,107.0
Dickson Unincorporated,1992.0,None,0.0,139.0,139.0
Dickson Unincorporated,1993.0,None,4.0,161.0,165.0
Dickson Unincorporated,1994.0,None,2.0,170.0,172.0
Dickson Unincorporated,1995.0,None,2.0,189.0,191.0
Dickson Unincorporated,1996.0,None,4.0,198.0,202.0
Dickson Unincorporated,1997.0,None,0.0,207.0,207.0
Dickson Unincorporated,1998.0,None,0.0,226.0,226.0
Dickson Unincorporated,1999.0,None,2.0,252.0,254.0
Dickson Unincorporated,2000.0,None,2.0,229.0,231.0
Dickson Unincorporated,2001.0,None,0.0,235.0,235.0
Dickson Unincorporated,2002.0,None,0.0,168.0,168.0
Dickson Unincorporated,2003.0,None,0.0,153.0,153.0
Dickson Unincorporated,2004.0,None,2.0,193.0,195.0
Dickson Unincorporated,2005.0,None,0.0,184.0,184.0
Dickson Unincorporated,2006.0,None,0.0,229.0,229.0
Dickson Unincorporated,2007.0,None,0.0,207.0,207.0
Dickson Unincorporated,2008.0,None,0.0,90.0,90.0
Dickson Unincorporated,2009.0,None,0.0,69.0,69.0
Dickson Unincorporated,2010.0,None,0.0,66.0,66.0
Dickson Unincorporated,2011.0,None,0.0,49.0,49.0
Dickson Unincorporated,2012.0,None,0.0,56.0,56.0
Dickson Unincorporated,2013.0,None,0.0,70.0,70.0
Dickson Unincorporated,2014.0,None,0.0,81.0,81.0
Dickson Unincorporated,2015.0,None,0.0,139.0,139.0
Dickson Unincorporated,2016.0,None,0.0,164.0,164.0
Dickson Unincorporated,2017.0,None,0.0,211.0,211.0
Dickson Unincorporated,2018.0,None,0.0,253.0,253.0
Dickson Unincorporated,2019.0,None,0.0,242.0,242.0
Dickson Unincorporated,2020.0,None,0.0,305.0,305.0
Dickson Unincorporated,2021.0,None,0.0,290.0,290.0
Dickson,1980.0,1600000US4720620,54.0,45.0,99.0
Dickson,1981.0,1600000US4720620,52.0,12.0,64.0
Dickson,1982.0,1600000US4720620,90.0,25.0,115.0
Dickson,1983.0,1600000US4720620,64.0,8.0,72.0
Dickson,1984.0,1600000US4720620,6.0,6.0,12.0
Dickson,1985.0,1600000US4720620,8.0,22.0,30.0
Dickson,1986.0,1600000US4720620,28.0,22.0,50.0
Dickson,1987.0,1600000US4720620,49.0,44.0,93.0
Dickson,1988.0,1600000US4720620,34.0,46.0,80.0
Dickson,1989.0,1600000US4720620,4.0,51.0,55.0
Dickson,1990.0,1600000US4720620,0.0,39.0,39.0
Dickson,1991.0,1600000US4720620,0.0,26.0,26.0
Dickson,1992.0,1600000US4720620,2.0,40.0,42.0
Dickson,1993.0,1600000US4720620,59.0,41.0,100.0
Dickson,1994.0,1600000US4720620,13.0,50.0,63.0
Dickson,1995.0,1600000US4720620,128.0,37.0,165.0
Dickson,1996.0,1600000US4720620,2.0,72.0,74.0
Dickson,1997.0,1600000US4720620,4.0,54.0,58.0
Dickson,1998.0,1600000US4720620,16.0,68.0,84.0
Dickson,1999.0,1600000US4720620,196.0,46.0,242.0
Dickson,2000.0,1600000US4720620,14.0,33.0,47.0
Dickson,2001.0,1600000US4720620,90.0,50.0,140.0
Dickson,2002.0,1600000US4720620,116.0,51.0,167.0
Dickson,2003.0,1600000US4720620,0.0,57.0,57.0
Dickson,2004.0,1600000US4720620,14.0,58.0,72.0
Dickson,2005.0,1600000US4720620,0.0,55.0,55.0
Dickson,2006.0,1600000US4720620,6.0,92.0,98.0
Dickson,2007.0,1600000US4720620,4.0,81.0,85.0
Dickson,2008.0,1600000US4720620,2.0,46.0,48.0
Dickson,2009.0,1600000US4720620,2.0,24.0,26.0
Dickson,2010.0,1600000US4720620,0.0,28.0,28.0
Dickson,2011.0,1600000US4720620,8.0,16.0,24.0
Dickson,2012.0,1600000US4720620,48.0,28.0,76.0
Dickson,2013.0,1600000US4720620,0.0,24.0,24.0
Dickson,2014.0,1600000US4720620,64.0,38.0,102.0
Dickson,2015.0,1600000US4720620,7.0,34.0,41.0
Dickson,2016.0,1600000US4720620,0.0,55.0,55.0
Dickson,2017.0,1600000US4720620,0.0,54.0,54.0
Dickson,2018.0,1600000US4720620,0.0,56.0,56.0
Dickson,2019.0,1600000US4720620,0.0,46.0,46.0
Dickson,2020.0,1600000US4720620,0.0,68.0,68.0
Dickson,2021.0,1600000US4720620,144.0,86.0,230.0
Dover,,1600000US4721400,,,
Eagleville,1980.0,1600000US4722360,0.0,0.0,0.0
Eagleville,1981.0,1600000US4722360,0.0,1.0,1.0
Eagleville,1982.0,1600000US4722360,0.0,0.0,0.0
Eagleville,1983.0,1600000US4722360,0.0,1.0,1.0
Eagleville,1984.0,1600000US4722360,0.0,1.0,1.0
Eagleville,1985.0,1600000US4722360,0.0,1.0,1.0
Eagleville,1986.0,1600000US4722360,0.0,1.0,1.0
Eagleville,1987.0,1600000US4722360,0.0,2.0,2.0
Eagleville,1988.0,1600000US4722360,0.0,5.0,5.0
Eagleville,1989.0,1600000US4722360,0.0,1.0,1.0
Eagleville,1990.0,1600000US4722360,0.0,1.0,1.0
Eagleville,1991.0,1600000US4722360,0.0,0.0,0.0
Eagleville,1992.0,1600000US4722360,0.0,0.0,0.0
Eagleville,1993.0,1600000US4722360,0.0,0.0,0.0
Eagleville,1994.0,1600000US4722360,0.0,6.0,6.0
Eagleville,1995.0,1600000US4722360,0.0,5.0,5.0
Eagleville,1996.0,1600000US4722360,0.0,1.0,1.0
Eagleville,1997.0,1600000US4722360,0.0,1.0,1.0
Eagleville,1998.0,1600000US4722360,0.0,0.0,0.0
Eagleville,1999.0,1600000US4722360,0.0,6.0,6.0
Eagleville,2000.0,1600000US4722360,0.0,1.0,1.0
Eagleville,2001.0,1600000US4722360,0.0,1.0,1.0
Eagleville,2002.0,1600000US4722360,0.0,0.0,0.0
Eagleville,2003.0,1600000US4722360,0.0,5.0,5.0
Eagleville,2004.0,1600000US4722360,0.0,3.0,3.0
Eagleville,2005.0,1600000US4722360,0.0,7.0,7.0
Eagleville,2006.0,1600000US4722360,0.0,12.0,12.0
Eagleville,2007.0,1600000US4722360,0.0,8.0,8.0
Eagleville,2008.0,1600000US4722360,0.0,0.0,0.0
Eagleville,2009.0,1600000US4722360,0.0,1.0,1.0
Eagleville,2010.0,1600000US4722360,0.0,1.0,1.0
Eagleville,2011.0,1600000US4722360,0.0,0.0,0.0
Eagleville,2012.0,1600000US4722360,0.0,0.0,0.0
Eagleville,2013.0,1600000US4722360,0.0,5.0,5.0
Eagleville,2014.0,1600000US4722360,0.0,7.0,7.0
Eagleville,2015.0,1600000US4722360,0.0,5.0,5.0
Eagleville,2016.0,1600000US4722360,2.0,1.0,3.0
Eagleville,2017.0,1600000US4722360,2.0,6.0,8.0
Eagleville,2018.0,1600000US4722360,2.0,19.0,21.0
Eagleville,2019.0,1600000US4722360,0.0,21.0,21.0
Eagleville,2020.0,1600000US4722360,0.0,19.0,19.0
Eagleville,2021.0,1600000US4722360,0.0,13.0,13.0
Erin,,1600000US4724320,,,
Fairview,1980.0,1600000US4725440,2.0,50.0,52.0
Fairview,1981.0,1600000US4725440,0.0,6.0,6.0
Fairview,1982.0,1600000US4725440,2.0,9.0,11.0
Fairview,1983.0,1600000US4725440,8.0,14.0,22.0
Fairview,1984.0,1600000US4725440,0.0,11.0,11.0
Fairview,1985.0,1600000US4725440,40.0,11.0,51.0
Fairview,1986.0,1600000US4725440,15.0,21.0,36.0
Fairview,1987.0,1600000US4725440,6.0,33.0,39.0
Fairview,1988.0,1600000US4725440,0.0,19.0,19.0
Fairview,1989.0,1600000US4725440,0.0,5.0,5.0
Fairview,1990.0,1600000US4725440,0.0,13.0,13.0
Fairview,1991.0,1600000US4725440,40.0,13.0,53.0
Fairview,1992.0,1600000US4725440,0.0,24.0,24.0
Fairview,1993.0,1600000US4725440,40.0,30.0,70.0
Fairview,1994.0,1600000US4725440,0.0,51.0,51.0
Fairview,1995.0,1600000US4725440,4.0,66.0,70.0
Fairview,1996.0,1600000US4725440,0.0,52.0,52.0
Fairview,1997.0,1600000US4725440,0.0,62.0,62.0
Fairview,1998.0,1600000US4725440,12.0,137.0,149.0
Fairview,1999.0,1600000US4725440,3.0,99.0,102.0
Fairview,2000.0,1600000US4725440,0.0,63.0,63.0
Fairview,2001.0,1600000US4725440,4.0,89.0,93.0
Fairview,2002.0,1600000US4725440,8.0,63.0,71.0
Fairview,2003.0,1600000US4725440,12.0,90.0,102.0
Fairview,2004.0,1600000US4725440,5.0,104.0,109.0
Fairview,2005.0,1600000US4725440,0.0,113.0,113.0
Fairview,2006.0,1600000US4725440,0.0,78.0,78.0
Fairview,2007.0,1600000US4725440,0.0,49.0,49.0
Fairview,2008.0,1600000US4725440,8.0,16.0,24.0
Fairview,2009.0,1600000US4725440,88.0,3.0,91.0
Fairview,2010.0,1600000US4725440,0.0,8.0,8.0
Fairview,2011.0,1600000US4725440,0.0,11.0,11.0
Fairview,2012.0,1600000US4725440,0.0,25.0,25.0
Fairview,2013.0,1600000US4725440,0.0,20.0,20.0
Fairview,2014.0,1600000US4725440,0.0,39.0,39.0
Fairview,2015.0,1600000US4725440,0.0,60.0,60.0
Fairview,2016.0,1600000US4725440,12.0,75.0,87.0
Fairview,2017.0,1600000US4725440,7.0,138.0,145.0
Fairview,2018.0,1600000US4725440,0.0,76.0,76.0
Fairview,2019.0,1600000US4725440,75.0,123.0,198.0
Fairview,2020.0,1600000US4725440,0.0,96.0,96.0
Fairview,2021.0,1600000US4725440,8.0,145.0,153.0
Forest Hills,1980.0,1600000US4727020,0.0,9.0,9.0
Forest Hills,1981.0,1600000US4727020,0.0,8.0,8.0
Forest Hills,1982.0,1600000US4727020,0.0,5.0,5.0
Forest Hills,1983.0,1600000US4727020,0.0,16.0,16.0
Forest Hills,1984.0,1600000US4727020,0.0,13.0,13.0
Forest Hills,1985.0,1600000US4727020,0.0,24.0,24.0
Forest Hills,1986.0,1600000US4727020,0.0,12.0,12.0
Forest Hills,1987.0,1600000US4727020,0.0,43.0,43.0
Forest Hills,1988.0,1600000US4727020,0.0,29.0,29.0
Forest Hills,1989.0,1600000US4727020,0.0,21.0,21.0
Forest Hills,1990.0,1600000US4727020,0.0,17.0,17.0
Forest Hills,1991.0,1600000US4727020,0.0,16.0,16.0
Forest Hills,1992.0,1600000US4727020,0.0,23.0,23.0
Forest Hills,1993.0,1600000US4727020,0.0,36.0,36.0
Forest Hills,1994.0,1600000US4727020,0.0,26.0,26.0
Forest Hills,1995.0,1600000US4727020,0.0,30.0,30.0
Forest Hills,1996.0,1600000US4727020,0.0,14.0,14.0
Forest Hills,1997.0,1600000US4727020,0.0,15.0,15.0
Forest Hills,1998.0,1600000US4727020,0.0,14.0,14.0
Forest Hills,1999.0,1600000US4727020,0.0,17.0,17.0
Forest Hills,2000.0,1600000US4727020,0.0,12.0,12.0
Forest Hills,2001.0,1600000US4727020,0.0,13.0,13.0
Forest Hills,2002.0,1600000US4727020,0.0,9.0,9.0
Forest Hills,2003.0,1600000US4727020,0.0,15.0,15.0
Forest Hills,2004.0,1600000US4727020,0.0,23.0,23.0
Forest Hills,2005.0,1600000US4727020,0.0,26.0,26.0
Forest Hills,2006.0,1600000US4727020,0.0,30.0,30.0
Forest Hills,2007.0,1600000US4727020,0.0,21.0,21.0
Forest Hills,2008.0,1600000US4727020,0.0,8.0,8.0
Forest Hills,2009.0,1600000US4727020,0.0,9.0,9.0
Forest Hills,2010.0,1600000US4727020,0.0,2.0,2.0
Forest Hills,2011.0,1600000US4727020,0.0,3.0,3.0
Forest Hills,2012.0,1600000US4727020,0.0,4.0,4.0
Forest Hills,2013.0,1600000US4727020,0.0,16.0,16.0
Forest Hills,2014.0,1600000US4727020,0.0,17.0,17.0
Forest Hills,2015.0,1600000US4727020,0.0,17.0,17.0
Forest Hills,2016.0,1600000US4727020,0.0,18.0,18.0
Forest Hills,2017.0,1600000US4727020,0.0,9.0,9.0
Forest Hills,2018.0,1600000US4727020,0.0,15.0,15.0
Forest Hills,2019.0,1600000US4727020,0.0,18.0,18.0
Forest Hills,2020.0,1600000US4727020,0.0,13.0,13.0
Forest Hills,2021.0,1600000US4727020,0.0,11.0,11.0
"Franklin, KY",,1600000US2128918,,,
Franklin,1980.0,1600000US4727740,0.0,28.0,28.0
Franklin,1981.0,1600000US4727740,0.0,23.0,23.0
Franklin,1982.0,1600000US4727740,28.0,93.0,121.0
Franklin,1983.0,1600000US4727740,31.0,129.0,160.0
Franklin,1984.0,1600000US4727740,39.0,136.0,175.0
Franklin,1985.0,1600000US4727740,18.0,129.0,147.0
Franklin,1986.0,1600000US4727740,12.0,130.0,142.0
Franklin,1987.0,1600000US4727740,3.0,119.0,122.0
Franklin,1988.0,1600000US4727740,298.0,146.0,444.0
Franklin,1989.0,1600000US4727740,210.0,125.0,335.0
Franklin,1990.0,1600000US4727740,0.0,189.0,189.0
Franklin,1991.0,1600000US4727740,15.0,169.0,184.0
Franklin,1992.0,1600000US4727740,15.0,217.0,232.0
Franklin,1993.0,1600000US4727740,25.0,237.0,262.0
Franklin,1994.0,1600000US4727740,50.0,243.0,293.0
Franklin,1995.0,1600000US4727740,18.0,635.0,653.0
Franklin,1996.0,1600000US4727740,600.0,626.0,1226.0
Franklin,1997.0,1600000US4727740,484.0,709.0,1193.0
Franklin,1998.0,1600000US4727740,0.0,989.0,989.0
Franklin,1999.0,1600000US4727740,0.0,925.0,925.0
Franklin,2000.0,1600000US4727740,0.0,541.0,541.0
Franklin,2001.0,1600000US4727740,0.0,584.0,584.0
Franklin,2002.0,1600000US4727740,0.0,679.0,679.0
Franklin,2003.0,1600000US4727740,0.0,726.0,726.0
Franklin,2004.0,1600000US4727740,0.0,845.0,845.0
Franklin,2005.0,1600000US4727740,0.0,906.0,906.0
Franklin,2006.0,1600000US4727740,10.0,667.0,677.0
Franklin,2007.0,1600000US4727740,24.0,277.0,301.0
Franklin,2008.0,1600000US4727740,0.0,210.0,210.0
Franklin,2009.0,1600000US4727740,0.0,147.0,147.0
Franklin,2010.0,1600000US4727740,0.0,286.0,286.0
Franklin,2011.0,1600000US4727740,310.0,314.0,624.0
Franklin,2012.0,1600000US4727740,485.0,404.0,889.0
Franklin,2013.0,1600000US4727740,0.0,493.0,493.0
Franklin,2014.0,1600000US4727740,324.0,477.0,801.0
Franklin,2015.0,1600000US4727740,162.0,702.0,864.0
Franklin,2016.0,1600000US4727740,780.0,878.0,1658.0
Franklin,2017.0,1600000US4727740,920.0,675.0,1595.0
Franklin,2018.0,1600000US4727740,405.0,571.0,976.0
Franklin,2019.0,1600000US4727740,594.0,505.0,1099.0
Franklin,2020.0,1600000US4727740,515.0,408.0,923.0
Franklin,2021.0,1600000US4727740,887.0,293.0,1180.0
GNRC,,,,,
GNRC Region,,,,,
Gallatin,1980.0,1600000US4728540,4.0,90.0,94.0
Gallatin,1981.0,1600000US4728540,16.0,34.0,50.0
Gallatin,1982.0,1600000US4728540,2.0,19.0,21.0
Gallatin,1983.0,1600000US4728540,86.0,65.0,151.0
Gallatin,1984.0,1600000US4728540,254.0,86.0,340.0
Gallatin,1985.0,1600000US4728540,74.0,139.0,213.0
Gallatin,1986.0,1600000US4728540,241.0,183.0,424.0
Gallatin,1987.0,1600000US4728540,64.0,136.0,200.0
Gallatin,1988.0,1600000US4728540,9.0,104.0,113.0
Gallatin,1989.0,1600000US4728540,0.0,106.0,106.0
Gallatin,1990.0,1600000US4728540,10.0,98.0,108.0
Gallatin,1991.0,1600000US4728540,2.0,76.0,78.0
Gallatin,1992.0,1600000US4728540,0.0,107.0,107.0
Gallatin,1993.0,1600000US4728540,0.0,157.0,157.0
Gallatin,1994.0,1600000US4728540,190.0,140.0,330.0
